School_ID,District,Block,Urban_Rural,%_Math_Score,%_Language_Score,%_Science_Score,Teacher_Student_Ratio,Avg_Teacher_Experience_Years,Teacher_Trainings_Attended,Electricity_Available,Internet_Available,Functional_Toilets,Library_Available,%_Marginalized_Students,%_Students_With_Home_Internet,Parent_Literacy_Rate
SCH_1057,District_A,Block_A2,Rural,63.12,70.0,66.84,26.4,13.0,1,1,0.0,1,0,39.7,7.5,30.3
SCH_1058,District_C,Block_C3,Rural,55.78,56.71,68.22,37.0,9.1,0,1,0.0,1,0,35.0,4.2,46.2
SCH_1059,District_A,Block_A3,Rural,66.97,69.3,84.99,42.3,11.8,2,1,0.0,0,0,42.6,9.9,27.0
SCH_1060,District_C,Block_C3,Rural,74.05,73.28,81.57,39.4,9.5,1,1,0.0,1,0,51.7,3.4,27.9
SCH_1061,District_A,Block_A3,Rural,59.88,64.18,61.05,34.4,4.8,1,1,0.0,1,0,35.9,10.1,52.3
SCH_1062,District_A,Block_A2,Rural,51.74,76.1,68.06,39.9,10.4,1,1,0.0,1,0,41.2,8.3,34.1
SCH_1063,District_B,Block_B1,Rural,67.21,75.8,68.45,36.8,9.8,2,0,1.0,1,1,41.9,22.1,31.1
SCH_1064,District_C,Block_C2,Rural,82.7,87.22,68.4,36.3,10.4,0,0,0.0,1,0,50.5,14.1,1.0
SCH_1065,District_A,Block_A3,Rural,74.18,76.22,71.38,32.9,13.4,2,1,0.0,1,0,39.5,2.7,49.2674134419552
SCH_1066,District_B,Block_B1,Urban,61.02,49.06,63.25,11.0,8.1,2,1,0.0,1,1,13.3,30.7,71.9
SCH_1067,District_C,Block_C3,Rural,59.73,54.16,54.71,29.8,0.0,2,1,0.0,1,0,26.1,5.6,44.2
SCH_1068,District_A,Block_A3,Rural,60.55,71.72,54.37,32.8,5.2,3,1,0.0,1,0,27.6,22.1,14.8
SCH_1069,District_B,Block_B1,Urban,54.59,55.83,66.74,23.1,11.1,3,1,1.0,1,0,35.1,26.1,46.7
SCH_1070,District_C,Block_C3,Rural,54.32,64.24,62.62,21.4,8.2,4,1,0.0,1,0,21.7,28.1,30.9
SCH_1071,District_C,Block_C3,Urban,89.77,84.92,71.72,17.4,9.6,3,1,0.0,1,1,37.5,37.3,64.6
SCH_1072,District_C,Block_C1,Rural,33.08,27.11,38.98,29.75,1.8,3,1,0.0,1,0,43.0,26.5,43.2
SCH_1073,District_B,Block_B2,Urban,46.19,50.53,52.86,17.6,11.8,2,1,1.0,1,1,18.0,25.7,62.9
SCH_1074,District_A,Block_A3,Rural,41.62,33.93,32.23,19.9,6.9,1,1,0.0,0,0,43.3,25.1,41.3
SCH_1075,District_B,Block_B2,Urban,48.47,52.37,38.46,23.4,7.7,2,1,0.0,1,1,38.1,38.2,72.3
SCH_1076,District_B,Block_B3,Urban,55.61,42.7,58.51,40.9,15.4,3,1,0.0,1,1,24.2,29.6,57.5
SCH_1077,District_A,Block_A2,Rural,65.65,59.34,71.66,23.5,10.5,2,1,0.0,1,0,41.7,20.8,64.8
SCH_1078,District_A,Block_A2,Rural,21.27,25.99,10.78,33.7,7.0,1,1,0.0,1,0,24.8,13.0,62.8
SCH_1079,District_A,Block_A3,Urban,57.54,45.43,40.78,37.9,15.8,5,1,1.0,1,1,23.7,19.3,59.0
SCH_1080,District_C,Block_C3,Urban,77.69,90.68,71.17,34.3,15.0,1,0,0.0,1,1,13.6,0.0,63.2
SCH_1081,District_A,Block_A3,Rural,54.15,65.92,59.0,24.8,4.4,2,1,0.0,1,1,41.6,12.4,45.9
SCH_1082,District_C,Block_C2,Rural,48.57,33.09,41.82,22.1,4.9,1,1,1.0,1,0,31.5,0.0,49.7
SCH_1083,District_A,Block_A1,Rural,35.18,34.55,27.7,33.8,7.9,2,1,0.0,1,0,56.0,1.5,67.0
SCH_1084,District_B,Block_B3,Rural,69.63,54.87,72.03,28.8,10.5,4,1,0.0,0,0,38.0,11.1,22.8
SCH_1085,District_B,Block_B3,Rural,77.14,72.27,64.7,18.0,2.7,0,1,0.0,1,0,18.8,11.8,72.7
SCH_1087,District_B,Block_B3,Urban,45.77,78.99,63.87,23.9,10.4,2,0,1.0,1,1,27.5,38.0,48.8
SCH_1088,District_B,Block_B3,Rural,60.73,62.0,47.27,29.6,9.4,3,1,0.0,1,0,16.8,0.0,59.9
SCH_1089,District_A,Block_A1,Rural,47.16,40.82,45.97,34.8,5.8,3,1,0.0,1,0,42.8,10.3,47.8
SCH_1090,District_A,Block_A3,Rural,66.47,75.63,62.3,14.2,1.0,1,1,0.0,1,0,37.3,1.7,65.3
SCH_1091,District_B,Block_B1,Rural,77.91,93.13,80.7,32.4,4.4,1,1,0.0,1,1,15.5,2.3,53.2
SCH_1092,District_B,Block_B1,Rural,65.5,68.69,71.84,29.75,7.3,0,1,1.0,1,0,36.8,17.8,24.0
SCH_1093,District_A,Block_A1,Rural,44.2,41.74,24.66,23.0,10.8,2,1,0.0,1,0,39.0,0.0,35.2
SCH_1094,District_A,Block_A2,Rural,55.78,64.4,70.2,11.6,7.3,3,0,0.0,1,1,35.9,18.2,54.8
SCH_1095,District_B,Block_B3,Urban,72.96,80.74,66.35,25.5,8.6,4,1,1.0,1,1,11.5,31.2,67.9
SCH_1096,District_B,Block_B3,Rural,66.5,72.0,69.91,10.0,2.4,2,1,0.0,1,0,36.0,0.0,62.7
SCH_1097,District_B,Block_B2,Rural,76.14,80.31,83.34,33.7,7.5,3,1,0.0,1,0,26.4,25.1,51.5
SCH_1098,District_A,Block_A3,Urban,74.08,76.94,70.26,29.75,10.2,1,1,1.0,1,0,12.3,33.5,50.3
SCH_1099,District_A,Block_A2,Urban,53.3,55.65,50.43,21.8,10.9,3,1,1.0,1,1,17.1,6.8,69.3
SCH_1100,District_B,Block_B1,Urban,63.04,63.81,66.76,24.2,5.3,2,1,1.0,1,0,18.2,19.8,75.3
SCH_1101,District_C,Block_C2,Urban,53.59,63.16,59.12,15.9,9.6,3,1,0.0,1,1,34.9,45.7,67.0
SCH_1102,District_B,Block_B1,Rural,57.94,67.24,71.93,16.2,15.0,1,1,0.0,1,0,19.4,7.0,49.89253731343283
SCH_1103,District_B,Block_B2,Rural,85.2,82.24,67.5,30.5,2.2,0,1,0.0,1,0,36.2,3.8,68.5
SCH_1104,District_B,Block_B3,Rural,33.64,50.43,47.85,31.3,7.5,2,1,0.0,1,0,31.9,29.0,44.9
SCH_1105,District_B,Block_B2,Rural,33.86,44.11,30.87,29.3,13.5,4,1,1.0,1,0,25.0,7.2,43.2
SCH_1106,District_B,Block_B1,Rural,53.93,55.53,53.48,27.9,10.1,2,1,0.0,1,0,28.8,20.3,44.7
SCH_1107,District_B,Block_B3,Urban,39.68,48.68,42.37,16.4,2.4,3,1,1.0,1,1,26.3,28.1,80.5
SCH_1108,District_B,Block_B2,Rural,45.49,46.06,36.09,24.3,8.8,3,1,0.0,1,1,40.1,11.3,36.7
SCH_1109,District_C,Block_C2,Rural,42.84,57.64,51.76,43.8,8.5,1,1,0.0,1,0,33.2,19.3,34.4
SCH_1110,District_A,Block_A3,Rural,41.11,47.32,36.94,17.8,6.3,4,1,0.0,1,0,45.7,0.0,38.9
SCH_1111,District_B,Block_B1,Urban,63.89,67.04,56.91,41.8,10.1,1,1,0.0,1,1,26.3,39.1,50.0
SCH_1112,District_B,Block_B3,Rural,67.62,81.37,76.12,13.8,10.7,2,1,0.0,1,0,29.1,12.9,86.2
SCH_1113,District_A,Block_A3,Rural,61.02,72.92,69.28,20.8,5.9,1,1,0.0,0,0,13.7,0.6,31.4
SCH_1114,District_B,Block_B2,Rural,64.12,65.65,52.45,36.4,9.9,2,1,0.0,1,0,31.4,7.4,54.3
SCH_1115,District_A,Block_A1,Urban,65.14,82.69,69.08,38.0,6.7,3,1,0.0,1,1,21.1,37.0,74.9
SCH_1116,District_B,Block_B3,Urban,60.52,64.77,38.6,30.2,7.0,1,1,0.0,1,1,23.9,42.2,70.4
SCH_1117,District_B,Block_B2,Rural,51.55,63.53,62.29,30.5,5.2,3,0,0.0,1,1,34.1,16.7,22.2
SCH_1118,District_B,Block_B3,Rural,58.09,70.25,61.27,42.3,3.7,1,1,0.0,1,1,23.1,1.4,40.9
SCH_1119,District_C,Block_C2,Rural,55.52,69.83,79.53,29.75,12.4,3,1,0.0,1,1,37.5,11.4,56.7
SCH_1120,District_A,Block_A3,Rural,58.02,57.98,48.05,28.3,12.7,4,1,0.0,1,0,32.1,3.3,70.1
SCH_1121,District_B,Block_B2,Urban,70.91,85.97,100.0,30.3,10.5,3,1,0.0,1,0,13.9,42.2,100.0
SCH_1122,District_B,Block_B1,Urban,57.35,66.73,74.08,28.9,14.1,2,1,1.0,1,1,35.3,19.0,70.0
SCH_1123,District_C,Block_C2,Rural,72.35,75.49,87.26,41.4,13.7,1,1,0.0,1,1,49.6,4.4,42.3
SCH_1124,District_C,Block_C2,Rural,54.87,53.55,53.78,39.9,6.7,0,1,1.0,1,0,25.1,27.7,66.5
SCH_1125,District_B,Block_B3,Urban,74.4,73.92,86.68,29.4,3.5,3,1,1.0,1,0,7.3,29.0,67.2
SCH_1126,District_A,Block_A1,Urban,36.53,45.65,36.3,10.0,7.9,3,1,1.0,1,1,12.6,15.4,85.9
SCH_1127,District_C,Block_C3,Rural,32.05,34.82,28.55,33.6,10.7,0,0,0.0,1,0,40.5,14.9,22.4
SCH_1128,District_B,Block_B2,Rural,54.68,46.75,45.27,32.1,10.9,0,0,1.0,1,0,48.0,2.0,86.3
SCH_1129,District_C,Block_C3,Urban,29.51,43.62,31.65,44.0,5.4,0,1,1.0,1,0,23.0,42.9,88.5
SCH_1130,District_C,Block_C1,Rural,41.85,33.6,49.12,29.75,10.5,4,1,0.0,1,1,36.3,20.0,43.1
SCH_1131,District_A,Block_A1,Rural,74.73,74.99,100.0,42.7,7.9,1,1,0.0,1,0,46.4,10.7,44.6
SCH_1132,District_C,Block_C3,Rural,83.46,79.82,86.26,40.5,8.0,3,1,0.0,1,0,12.2,20.3,44.9
SCH_1133,District_B,Block_B1,Rural,46.63,62.12,63.13,34.7,3.9,2,1,1.0,1,1,37.8,14.5,38.9
SCH_1134,District_A,Block_A1,Urban,73.86,88.88,68.55,44.8,10.7,1,1,1.0,1,0,11.1,15.2,50.665725806451604
SCH_1135,District_A,Block_A3,Rural,58.37,69.63,49.53,44.5,7.3,3,1,1.0,1,1,27.7,3.3,22.0
SCH_1136,District_B,Block_B2,Rural,33.99,39.69,49.46,60.0,11.7,5,1,0.0,1,0,29.9,18.9,49.621442125237195
SCH_1137,District_B,Block_B3,Rural,72.48,73.95,70.41,45.0,11.7,2,1,1.0,1,1,35.7,22.8,39.0
SCH_1138,District_A,Block_A3,Rural,53.3,64.03,50.6,37.6,8.0,3,1,0.0,1,1,38.5,1.7,34.6
SCH_1139,District_A,Block_A3,Rural,81.28,88.54,86.16,34.0,6.5,3,1,0.0,1,0,22.6,0.0,64.0
SCH_1140,District_B,Block_B2,Urban,84.52,85.94,72.56,23.3,4.2,1,1,1.0,1,0,23.6,22.6,28.1
SCH_1141,District_B,Block_B2,Rural,72.07,83.74,77.97,18.9,5.3,1,1,0.0,1,0,41.8,24.4,29.6
SCH_1142,District_A,Block_A3,Rural,74.83,78.34,63.5,31.6,9.0,3,1,0.0,1,0,42.1,0.0,42.0
SCH_1144,District_B,Block_B2,Rural,48.98,45.23,42.47,31.1,9.2,3,1,0.0,0,1,11.3,31.3,47.2
SCH_1146,District_B,Block_B1,Urban,57.72,62.72,67.33,24.2,7.1,2,1,0.0,1,0,16.9,36.3,77.5
SCH_1147,District_A,Block_A1,Rural,65.06,63.07,64.03,26.3,14.2,2,0,0.0,1,1,44.3,5.2,43.5
SCH_1148,District_C,Block_C1,Urban,72.75,64.37,86.72,41.4,6.9,1,1,0.0,1,0,12.1,42.1,72.8
SCH_1149,District_B,Block_B3,Urban,49.57,45.04,52.62,42.2,10.0,3,1,1.0,1,1,20.2,27.8,68.4
SCH_1150,District_B,Block_B3,Rural,94.71,95.21,100.0,29.75,3.7,2,1,0.0,1,1,43.3,13.9,37.1
SCH_1151,District_A,Block_A2,Rural,89.54,96.96,100.0,29.3,7.8,1,1,0.0,1,0,29.9,24.7,43.6
SCH_1152,District_B,Block_B3,Urban,63.39,55.58,47.51,46.7,5.5,2,0,1.0,1,1,10.6,35.4,53.5
SCH_1153,District_B,Block_B1,Rural,82.17,71.3,85.33,19.0,11.4,1,1,1.0,1,1,30.3,2.3,56.8
SCH_1154,District_C,Block_C2,Rural,63.63,66.94,59.26,43.8,8.1,1,1,0.0,1,0,30.8,21.8,47.7
SCH_1155,District_C,Block_C2,Rural,41.77,24.42,25.19,15.4,13.9,2,1,1.0,1,1,53.2,9.4,43.6
SCH_1156,District_A,Block_A1,Urban,71.22,64.39,66.82,23.1,9.9,1,0,0.0,1,1,17.8,19.6,68.8
SCH_1157,District_A,Block_A1,Urban,73.11,75.59,74.01,23.1,13.6,0,1,0.0,1,1,30.4,32.8,91.3
SCH_1158,District_B,Block_B1,Urban,72.97,76.56,72.27,18.7,5.5,2,1,0.0,1,0,28.8,41.1,50.8
SCH_1159,District_C,Block_C2,Urban,59.48,60.21,73.27,39.8,3.6,0,1,1.0,1,1,23.8,46.1,73.4
SCH_1161,District_B,Block_B3,Rural,66.52,66.82,72.85,31.2,4.0,2,1,0.0,1,1,37.0,12.4,41.3
SCH_1162,District_B,Block_B3,Urban,44.8,38.99,42.2,17.5,7.2,2,1,1.0,1,0,24.3,25.6,63.6
SCH_1163,District_A,Block_A3,Urban,75.57,80.72,64.38,34.1,9.1,1,1,1.0,1,0,14.5,34.3,78.3
SCH_1164,District_C,Block_C2,Urban,75.77,72.13,78.38,38.7,3.7,0,1,1.0,1,0,18.6,36.5,72.9
SCH_1166,District_C,Block_C3,Urban,39.73,36.03,41.99,30.1,6.8,4,1,0.0,1,1,10.9,34.9,49.90759717314488
SCH_1167,District_C,Block_C3,Rural,58.05,61.38,81.83,41.3,5.5,2,1,0.0,1,0,28.8,1.8,41.8
SCH_1168,District_A,Block_A2,Urban,58.8,63.34,50.76,24.4,5.5,2,1,0.0,1,0,28.5,29.0,61.1
SCH_1169,District_C,Block_C1,Rural,75.67,79.84,91.74,36.2,5.5,2,1,0.0,0,0,30.0,15.0,45.5
SCH_1170,District_A,Block_A1,Rural,73.7,76.91,61.22,25.0,10.8,3,1,0.0,1,0,23.3,31.6,64.8
SCH_1171,District_A,Block_A1,Rural,75.97,82.58,65.77,32.5,9.7,1,1,0.0,1,1,36.8,11.6,60.6
SCH_1172,District_B,Block_B1,Rural,40.62,35.93,18.17,24.5,14.0,2,1,1.0,1,0,37.6,0.0,53.7
SCH_1173,District_B,Block_B3,Rural,69.41,74.15,76.98,23.2,8.5,3,1,0.0,1,1,26.8,13.3,49.9
SCH_1174,District_C,Block_C2,Rural,65.76,60.58,65.64,47.7,6.2,3,1,0.0,1,0,37.6,21.8,31.8
SCH_1175,District_B,Block_B3,Rural,61.77,56.45,52.99,36.0,17.8,1,1,0.0,1,0,31.6,0.0,41.0
SCH_1176,District_A,Block_A3,Rural,64.88,54.29,53.52,39.8,7.6,0,1,0.0,1,1,21.3,6.8,59.2
SCH_1177,District_A,Block_A1,Rural,52.23,57.62,60.01,39.3,13.7,5,0,1.0,1,0,46.9,6.1,44.1
SCH_1178,District_B,Block_B2,Urban,64.44,68.2,70.21,59.8,3.5,0,1,1.0,1,1,11.5,35.6,64.7
SCH_1179,District_C,Block_C3,Rural,51.9,56.04,48.95,33.1,12.5,4,0,1.0,1,1,41.8,11.5,42.4
SCH_1180,District_B,Block_B3,Urban,52.14,61.0,60.04,37.0,3.4,0,1,1.0,1,1,34.3,15.8,58.7
SCH_1181,District_B,Block_B2,Urban,57.12,58.93,50.21,31.4,12.3,0,1,1.0,1,1,23.1,31.3,76.4
SCH_1182,District_C,Block_C1,Urban,79.96,81.77,79.98,47.8,11.5,3,1,1.0,1,1,25.7,26.4,48.4
SCH_1183,District_A,Block_A2,Rural,80.91,78.56,76.85,17.6,13.8,1,1,1.0,1,0,50.8,3.7,80.3
SCH_1184,District_C,Block_C1,Rural,47.32,51.53,51.28,36.4,9.0,0,1,0.0,1,0,22.0,14.0,26.8
SCH_1185,District_B,Block_B2,Urban,75.8,95.84,93.33,32.9,6.6,0,1,1.0,1,1,21.8,45.9,47.8
SCH_1186,District_C,Block_C3,Rural,50.31,61.52,51.7,28.7,7.9,0,1,0.0,1,0,31.5,14.5,38.5
SCH_1187,District_B,Block_B1,Rural,73.08,76.47,79.58,37.2,6.0,1,1,1.0,1,1,38.0,10.8,50.9
SCH_1188,District_C,Block_C3,Urban,37.22,40.1,34.46,32.2,12.7,2,1,1.0,0,0,33.5,25.5,45.5
SCH_1189,District_C,Block_C1,Urban,43.95,52.22,44.48,29.75,14.5,3,1,0.0,1,0,30.1,35.2,75.5
SCH_1190,District_A,Block_A2,Urban,52.28,46.95,36.4,39.9,8.5,1,1,0.0,1,0,22.1,39.1,54.2
SCH_1191,District_C,Block_C1,Urban,78.76,76.78,81.69,32.5,6.6,4,1,1.0,1,1,0.9,41.3,18.6
SCH_1192,District_A,Block_A3,Rural,45.12,44.0,39.35,44.0,16.9,2,1,0.0,1,0,35.9,0.0,77.9
SCH_1193,District_A,Block_A2,Rural,42.25,50.77,38.65,14.4,0.8,2,1,0.0,1,0,39.5,2.5,54.3
SCH_1194,District_A,Block_A1,Rural,66.52,68.49,73.29,10.0,12.5,5,0,0.0,1,1,17.9,13.6,45.2
SCH_1195,District_B,Block_B3,Rural,69.88,71.05,74.72,46.8,12.0,3,1,0.0,1,0,58.4,2.9,70.0
SCH_1196,District_A,Block_A2,Rural,41.92,25.39,25.23,25.6,5.2,0,1,0.0,1,0,23.6,4.5,42.3
SCH_1197,District_C,Block_C2,Urban,63.92,50.88,69.54,37.8,4.8,1,0,0.0,0,1,8.7,13.0,38.4
SCH_1198,District_A,Block_A2,Rural,78.15,78.7,59.93,26.8,10.1,2,1,1.0,1,0,39.0,20.7,32.0
SCH_1199,District_A,Block_A3,Rural,66.4,63.92,55.1,30.4,12.6,4,1,0.0,1,0,51.1,6.9,73.7
SCH_1200,District_C,Block_C2,Urban,47.48,49.98,59.15,36.5,17.9,2,1,0.0,1,0,31.9,34.0,73.5
SCH_1201,District_A,Block_A3,Rural,38.05,43.0,38.85,41.1,12.1,1,1,0.0,1,1,48.2,4.5,71.8
SCH_1202,District_B,Block_B3,Rural,61.48,65.84,52.06,28.1,7.3,0,1,0.0,1,0,48.8,0.0,42.9
SCH_1203,District_C,Block_C1,Rural,76.02,85.03,80.0,15.3,8.9,1,1,0.0,1,0,31.5,31.4,58.4
SCH_1204,District_C,Block_C3,Rural,76.8,81.34,87.01,32.1,3.2,4,1,0.0,1,0,38.0,9.5,49.90759717314488
SCH_1205,District_A,Block_A3,Rural,63.68,71.15,73.32,15.9,11.3,1,0,1.0,1,0,38.0,27.2,67.3
SCH_1206,District_C,Block_C1,Urban,41.7,28.68,45.33,42.6,2.8,1,1,0.0,1,0,2.0,43.2,50.6
SCH_1207,District_A,Block_A3,Urban,81.74,83.83,78.28,52.6,10.9,5,1,0.0,1,1,22.6,24.9,83.2
SCH_1208,District_C,Block_C3,Rural,50.59,61.04,56.28,20.8,13.7,1,1,0.0,0,0,36.4,11.9,72.5
SCH_1209,District_C,Block_C2,Urban,79.84,68.44,82.4,43.7,5.8,1,1,1.0,1,1,36.9,23.8,70.5
SCH_1210,District_C,Block_C1,Rural,62.45,71.78,60.31,29.75,7.5,2,1,0.0,1,1,42.8,14.6,50.7
SCH_1211,District_A,Block_A1,Rural,52.57,48.71,47.44,33.8,4.6,2,1,0.0,1,1,17.5,16.5,24.7
SCH_1213,District_C,Block_C2,Rural,56.82,54.14,55.85,22.7,3.9,3,0,0.0,1,1,39.8,8.7,46.3
SCH_1214,District_C,Block_C1,Urban,60.01,67.49,74.96,26.6,7.3,1,1,1.0,1,1,11.9,30.2,72.6
SCH_1215,District_C,Block_C2,Urban,64.77,65.15,64.35,31.9,11.1,5,0,1.0,1,1,4.3,49.2,58.1
SCH_1216,District_C,Block_C3,Rural,59.52,53.9,42.41,31.1,3.5,2,1,1.0,1,0,32.0,6.2,43.0
SCH_1217,District_A,Block_A2,Rural,28.35,29.09,34.31,33.6,3.0,3,1,0.0,1,1,17.6,2.0,49.9
SCH_1218,District_C,Block_C3,Rural,38.17,48.13,37.95,31.9,2.0,3,1,0.0,1,0,27.6,18.5,32.0
SCH_1219,District_B,Block_B3,Urban,38.36,51.52,50.05,33.8,9.7,0,1,1.0,1,0,0.0,33.8,45.1
SCH_1220,District_B,Block_B2,Rural,66.56,65.99,70.04,28.0,11.8,0,1,0.0,1,1,42.0,25.4,58.7
SCH_1221,District_A,Block_A3,Urban,47.13,48.12,53.5,34.4,3.4,0,1,0.0,1,0,23.0,19.7,57.3
SCH_1222,District_B,Block_B2,Rural,92.99,100.0,79.18,36.2,13.4,4,1,0.0,1,1,14.4,0.0,44.9
SCH_1223,District_B,Block_B1,Urban,67.26,65.0,56.94,36.5,6.1,3,1,0.0,1,0,27.5,21.2,88.9
SCH_1224,District_C,Block_C1,Rural,60.59,55.12,52.93,46.8,3.5,2,1,0.0,1,0,40.9,6.3,45.0
SCH_1225,District_A,Block_A2,Rural,54.01,60.22,71.44,25.4,2.5,2,1,1.0,1,1,18.9,6.2,48.9
SCH_1226,District_B,Block_B2,Rural,52.63,58.03,44.69,28.2,13.6,4,1,0.0,1,1,39.3,9.8,57.5
SCH_1227,District_B,Block_B1,Rural,64.36,69.99,44.45,14.1,5.6,3,1,0.0,1,1,29.4,0.0,42.6
SCH_1228,District_B,Block_B3,Rural,44.48,50.44,47.97,29.75,4.9,2,1,0.0,1,1,24.7,11.9,59.1
SCH_1229,District_A,Block_A2,Rural,73.6,92.1,78.47,30.1,8.7,0,1,1.0,1,0,40.3,0.0,44.9
SCH_1230,District_C,Block_C2,Rural,54.08,57.18,54.22,29.3,9.1,4,1,0.0,1,1,40.1,15.4,31.5
SCH_1231,District_C,Block_C2,Rural,47.37,58.19,34.26,17.2,9.7,3,0,0.0,1,0,40.4,12.4,43.7
SCH_1233,District_B,Block_B3,Urban,77.84,91.51,85.92,32.6,3.2,7,1,1.0,1,0,30.0,43.1,37.3
SCH_1234,District_C,Block_C1,Rural,50.91,58.22,49.69,11.6,7.7,3,1,0.0,1,1,47.6,24.7,36.3
SCH_1235,District_B,Block_B1,Urban,79.03,89.52,96.47,37.2,9.3,4,1,0.0,1,0,7.7,27.7,37.8
SCH_1236,District_B,Block_B1,Rural,58.76,67.26,51.75,46.1,4.5,4,1,0.0,1,0,15.8,20.0,46.8
SCH_1237,District_B,Block_B2,Rural,83.76,89.39,85.34,21.8,16.1,1,1,0.0,1,0,40.3,24.2,49.621442125237195
SCH_1238,District_A,Block_A1,Urban,65.02,79.75,60.21,41.9,2.3,4,1,1.0,1,0,15.2,37.3,82.4
SCH_1239,District_A,Block_A1,Rural,66.16,80.45,73.49,15.5,11.8,0,1,0.0,1,1,42.4,0.0,58.0
SCH_1240,District_B,Block_B2,Rural,93.66,97.25,100.0,19.0,7.3,2,1,1.0,1,0,40.5,2.4,73.4
SCH_1241,District_C,Block_C2,Urban,85.6,65.94,80.22,36.8,5.2,4,1,0.0,1,0,16.5,25.2,44.6
SCH_1242,District_A,Block_A1,Rural,49.26,59.66,34.3,43.5,0.0,3,1,0.0,1,0,33.5,9.0,58.8
SCH_1243,District_B,Block_B3,Urban,58.53,51.67,58.77,32.8,9.8,0,0,0.0,1,1,22.8,39.9,73.6
SCH_1244,District_C,Block_C2,Rural,51.23,64.94,37.65,38.8,5.5,1,0,0.0,1,1,27.5,1.8,32.3
SCH_1245,District_A,Block_A1,Urban,80.81,69.7,88.0,52.9,13.1,2,1,1.0,1,1,10.1,15.0,57.0
SCH_1246,District_B,Block_B3,Rural,60.77,60.22,64.32,38.2,9.1,2,1,0.0,1,1,28.0,11.3,46.3
SCH_1247,District_B,Block_B2,Rural,75.81,85.43,94.14,37.6,7.2,0,1,0.0,1,0,35.2,7.7,55.1
SCH_1248,District_B,Block_B2,Rural,59.98,70.42,80.75,26.8,4.0,0,1,1.0,1,1,47.1,14.3,47.0
SCH_1249,District_A,Block_A1,Rural,51.02,66.72,67.85,25.5,7.6,0,1,0.0,1,0,43.9,29.8,47.8
SCH_1250,District_B,Block_B3,Rural,63.66,91.86,67.58,19.1,7.0,1,1,0.0,1,0,49.0,10.3,50.56828793774319
SCH_1251,District_B,Block_B1,Rural,67.28,63.31,80.17,35.6,12.2,3,1,0.0,1,0,38.7,3.0,49.3
SCH_1252,District_A,Block_A3,Rural,64.86,75.43,76.83,25.4,6.5,2,1,0.0,1,0,22.0,0.0,55.4
SCH_1253,District_B,Block_B1,Urban,47.81,67.75,52.77,20.4,5.4,4,1,0.0,1,1,16.7,38.5,79.4
SCH_1254,District_A,Block_A2,Urban,76.3,86.86,83.15,49.7,10.1,0,1,0.0,1,1,33.2,16.9,74.8
SCH_1255,District_B,Block_B3,Rural,71.66,65.88,60.3,32.9,10.3,3,0,0.0,1,0,37.2,21.3,35.4
SCH_1256,District_C,Block_C3,Rural,73.52,89.51,98.05,24.7,7.2,2,1,0.0,1,0,30.9,11.6,53.9
SCH_1257,District_B,Block_B2,Rural,64.39,64.49,62.12,20.4,11.4,2,1,0.0,1,1,17.6,6.5,61.0
SCH_1258,District_C,Block_C1,Rural,40.19,53.53,44.62,11.4,5.2,0,1,0.0,0,0,25.8,0.0,52.1
SCH_1259,District_A,Block_A2,Rural,78.1,82.19,81.54,23.7,5.5,5,1,0.0,1,1,43.5,22.1,39.4
SCH_1260,District_A,Block_A2,Urban,55.46,52.13,57.72,35.6,8.6,1,1,0.0,1,1,3.8,28.8,71.3
SCH_1261,District_C,Block_C2,Rural,60.2,65.22,71.98,23.2,6.1,2,1,0.0,1,1,28.3,4.4,25.5
SCH_1262,District_B,Block_B2,Rural,74.32,87.36,73.51,21.1,6.9,0,1,0.0,1,1,24.1,16.5,30.9
SCH_1263,District_A,Block_A2,Rural,30.51,37.06,51.01,10.0,10.8,2,1,1.0,1,0,33.4,0.0,50.1
SCH_1264,District_A,Block_A3,Urban,100.0,100.0,100.0,15.4,5.2,1,1,1.0,1,0,20.7,47.8,49.2674134419552
SCH_1265,District_C,Block_C1,Rural,81.73,88.86,100.0,44.6,12.7,0,1,0.0,1,0,16.2,19.3,43.8
SCH_1266,District_B,Block_B3,Urban,59.01,58.29,54.59,48.2,16.0,2,1,0.0,1,0,15.3,21.4,80.3
SCH_1267,District_B,Block_B1,Urban,66.68,66.91,67.49,29.75,13.3,3,1,1.0,1,1,29.4,40.6,37.9
SCH_1268,District_B,Block_B3,Rural,52.63,61.03,54.08,26.7,8.2,2,1,0.0,1,0,39.6,0.0,50.8
SCH_1269,District_B,Block_B3,Rural,61.05,66.51,61.15,44.7,0.0,4,1,0.0,1,0,46.2,19.1,55.1
SCH_1270,District_B,Block_B3,Rural,72.24,77.26,78.91,19.1,5.0,4,1,0.0,1,0,44.0,0.0,40.6
SCH_1271,District_C,Block_C3,Urban,62.92,60.35,60.91,22.6,5.2,1,1,1.0,1,0,24.9,22.7,62.9
SCH_1272,District_A,Block_A1,Rural,71.16,73.85,82.66,29.75,4.5,3,1,0.0,1,0,42.3,24.7,25.2
SCH_1273,District_A,Block_A2,Rural,32.53,28.32,29.06,28.0,5.8,1,1,1.0,1,1,34.2,4.0,60.2
SCH_1274,District_B,Block_B2,Rural,52.4,68.86,66.74,41.1,8.5,3,1,0.0,1,0,8.8,2.3,43.5
SCH_1275,District_C,Block_C2,Rural,65.75,61.73,50.55,29.75,5.9,1,1,0.0,1,1,38.4,23.8,49.4
